objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
584,jsma2019_11_109.jpg,Dish,"Twichell, Gertrude",early 20th century,,"Twichell, Gertrude;American;Silver;Boston, Massachusetts","Boston, Massachusetts",42.354347,-71.06498,JSMA2019:11.109,Image;StillImage,image/jpeg,American,Silver,H. 7/16 x Diam. 3-5/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136167;type=101,P0068/N0068
583,jsma2019_11_69.jpg,Dish,"Twichell, Gertrude",ca. 1915,"Arts and Crafts bowl, hammered finish and crimped edge, Member of the Boston Society of Arts and Crafts","Twichell, Gertrude;American;Sterling silver;Boston, Massachusetts","Boston, Massachusetts",42.354347,-71.06498,JSMA2019:11.69,Image;StillImage,image/jpeg,American,Sterling silver,H. 1/2 x Diam. 3-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136123;type=101,N1140
379,jsma2019_11_81.jpg,Two-handled porringer,McAuliffe & Hadley,ca. 1915,,"McAuliffe & Hadley;American;Sterling silver;Boston, Massachusetts","Boston, Massachusetts",42.354347,-71.06498,JSMA2019:11.81,Image;StillImage,image/jpeg,American,Sterling silver,H. 1-3/4 x W. 7-1/2 x D. 5-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136135;type=101,N1304
380,jsma2019_11_83.jpg,Bowl,"Gyllenberg, Frans J.R.",ca. 1910,,"Gyllenberg, Frans J.R.;American;Silver;Boston, Massachusetts","Boston, Massachusetts",42.354347,-71.06498,JSMA2019:11.83,Image;StillImage,image/jpeg,American,Silver,H. 2-1/8 x Diam. 5-5/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136137;type=101,N1441
177,jsma2017_2_63.jpg,Spoon,Unknown,ca. 20th century,,"Unknown;American;Silver with opal cabochon;Boston, Massachussetts","Boston, Massachusetts",42.354347,-71.06498,JSMA2017:2.63,Image;StillImage,image/jpeg,American,Silver with opal cabochon,4-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126270;type=101,N0257
287,jsma2014_38_74.jpg,Inkwell,Jennings Bros.,ca. 1910,,"Jennings Bros.;American;Copper;Bridgeport, Connecticut","Bridgeport, Connecticut",41.17597,-73.190167,JSMA2014:38.74,Image;StillImage,image/jpeg,American,Copper,H. 2-1/2 x W. 3-3/4 x D. 3-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27231;type=101,N1682
288,jsma2014_38_76.jpg,Inkwell and letter holder,Jennings Bros.,ca. 1910,Matching inkwell and letter holder.,"Jennings Bros.;American;Copper and glass;Bridgeport, Connecticut","Bridgeport, Connecticut",41.17597,-73.190167,"JSMA2014:38.76a,b",Image;StillImage,image/jpeg,American,Copper and glass,A: H. 3 x W. 3-5/8 x D. 3-3/8 inches; B: 4 x 4 x 1-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27233;type=101,N1681
408,jsma2016_12_188.jpg,Pitcher (Sunray),Weidlich Brothers Manufacturing Company,ca. 1928,"The bold geometric design of this Sunray pitcher was created by designers for the Weidlich Brothers Manufacturing Co. This pitcher is in keeping with Art Deco principles of readily available, machine-made modern designs. Silver plating made affordable metalwork available to American consumers without sacrificing style.","Weidlich Brothers Manufacturing Company;American;Silverplate;Bridgeport, Connecticut","Bridgeport, Connecticut",41.17597,-73.190167,JSMA2016:12.188,Image;StillImage,image/jpeg,American,Silverplate,H. 8-3/8 x D. 5-1/8 x W. 9 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122970;type=101,N0773
529,jsma2014_39_32.jpg,Ladle,"Shiebler, George W.",ca. 1890-1910,"Large hammer marks reveal the artist’s hand in this ladle decorated with floral repoussé around the bowl of the ladle. The handle of the ladle features a single dragonfly that stretches the width of the handle. 
Marks: George Shiebler’s work is readily identifiable by his signature mark of a winged “S”","Shiebler, George W.;American;Sterling silver;Brooklyn, New York","Brooklyn, New York",40.654774,-73.955294,JSMA2014:39.32,Image;StillImage,image/jpeg,American,Sterling silver,H. 12 3/4 x W. 3-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111139;type=101,N1668
103,jsma2016_12_28.jpg,Serving fork and spoon,"Shiebler, George W.",ca. 1890,"Large, ornate serving fork and spoon engraved with the Chrysanthemum pattern.","Shiebler, George W.;American;Sterling silver, parcel gilt;Brooklyn, New York","Brooklyn, New York",40.654774,-73.955294,JSMA2016:12.28a.b,Image;StillImage,image/jpeg,American,"Sterling silver, parcel gilt",Spoon: 9-3/8 inches; fork: 9-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119681;type=101,N0221
349,jsma2019_11_80.jpg,Match safe,"Shiebler, George W.",ca. 1890,,"Shiebler, George W.;American;Sterling silver, silver gilt;Brooklyn, New York","Brooklyn, New York",40.654774,-73.955294,JSMA2019:11.80,Image;StillImage,image/jpeg,American,"Sterling silver, silver gilt",H. 1-3/4 x W. 1-1/8 x D. 7/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136134;type=101,N1300
500,jsma2019_11_28.jpg,Tea service,"Wolfers Freres; Wolfers, Philippe",1926,"The smooth surface of this Art Deco silver tea service, designed by Belgian artist Philippe Wolfers of Wolfers Freres, departs sharply from John Ruskin’s Arts and Crafts aesthetic of imperfection. Wolfers privileges an angular silhouette and rounded, wooden details.","Wolfers Freres; Wolfers, Philippe;Belgian;.833 fine silver, wood;Brussels, Belgium","Brussels, Belgium",50.841112,4.363733,JSMA2019:11.28a-c,Image;StillImage,image/jpeg,Belgian,".833 fine silver, wood",Tray: W. 9-3/4 x D. 13-7/8 inches; teapot: H. 4-3/4 x W. 8-7/8 x D. 4-1/2 inches; sugar pot: H. 3-5/8 x W. 7 x D. 3-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136075;type=101,N0438
256,jsma2014_38_23.jpg,Bookends,Heintz Art Metal Shop,ca. 1930,,"Heintz Art Metal Shop;American;Sterling silver and bronze;Buffalo, New York","Buffalo, New York",42.887201,-78.855114,"JSMA2014:38.23a,b",Image;StillImage,image/jpeg,American,Sterling silver and bronze,each: 5-1/8 x 5-5/8 x D. 4-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27178;type=101,T0145
259,jsma2014_38_37.jpg,Pen tray,Art Crafts Shop,1905,"Born into a family of jewelers in Buffalo, New York, Otto Heintz purchased a small silver shop in 1902 with his partner Bernard Carpenter. The men renamed it Art Crafts Shop and began to design and manufacture medieval-style enameled copper items. The decoration on this pen tray is indicative of the shop’s experimentation of other materials on copper.","Art Crafts Shop;American;Copper with silver and emerald cabochons;Buffalo, New York","Buffalo, New York",42.887201,-78.855114,JSMA2014:38.37,Image;StillImage,image/jpeg,American,Copper with silver and emerald cabochons,H. 5/8 x W. 8-15/16 x D. 3-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27192;type=101,P0112
262,jsma2014_38_45.jpg,Letter opener,Heintz Art Metal Shop,ca. 1925,,"Heintz Art Metal Shop;American;Patinated copper, silver;Buffalo, New York","Buffalo, New York",42.887201,-78.855114,JSMA2014:38.45,Image;StillImage,image/jpeg,American,"Patinated copper, silver",9-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27200;type=101,N0273
451,jsma2014_38_57.jpg,Cigarette box,Heintz Art Metal Shop,ca. 1912,,"Heintz Art Metal Shop;American;Sterling silver on bronze;Buffalo, New York","Buffalo, New York",42.887201,-78.855114,JSMA2014:38.57,Image;StillImage,image/jpeg,American,Sterling silver on bronze,H. 2-1/2 x W. 8-1/2 x D. 3-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27212;type=101,P0137
285,jsma2014_38_70.jpg,Desk set,Heintz Art Metal Shop,ca. 1920,,"Heintz Art Metal Shop;American;Patinated copper with sterling silver and glass;Buffalo, New York","Buffalo, New York",42.887201,-78.855114,JSMA2014:38.70a-c,Image;StillImage,image/jpeg,American,Patinated copper with sterling silver and glass,a: H. 3-1/2 x W. 5-3/8 x D. 5-3/8 inches; b: H. 2-1/8 x W. 4-1/8 x D. 2-7/8 inches; c: H. 1-1/4 x W. 3-1/8 x D. 5 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27225;type=101,T0177
510,jsma2014_39_47.jpg,Teapot,"Blanchard, Porter",ca. 1950,"Teapot raised on circular foot, horizontal ebony handle perpendicular to spout, lid with ivory finail. The minimalist style of this teapot is typical of Porter Blanchard’s silver work. Blanchard produced sleek and simple designs, to which he rarely applied decoration. Working during the American Arts and Crafts movement, he became one of the most prominent silversmiths in California. His designs were extremely popular among celebrities, earning him the moniker, “silversmith to the screen stars.","Blanchard, Porter;American;Sterling silver with ebony and ivory;Burbank, California","Burbank, California",,,JSMA2014:39.47,Image;StillImage,image/jpeg,American,Sterling silver with ebony and ivory,overall: H. 5 1/2 x W. 8 1/4 in; H. 13.97 x W. 20.955 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111154;type=101,P0098
189,jsma2016_12_22.jpg,Serving fork and hot cake server,"Blanchard, Porter",ca. 1980,Serving fork and hot cake server in the Ionic pattern.,"Blanchard, Porter;American;Sterling silver with 24 karat gold inlay;Calabasas, California","Calabasas, California",,,"JSMA2016:12.22a,b",Image;StillImage,image/jpeg,American,Sterling silver with 24 karat gold inlay,each: 9-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119675;type=101,N0209
499,jsma2014_38_2.jpg,Coffee service,"Moore, J.C.",mid-20th century,"Although Arts and Crafts first reached American designers on the eastern seaboard, the movement quickly moved westward through workshops like Clara Barck Welles’ Kalo Shop in Chicago and Dirk van Erp’s copper workshops in Oakland and San Francisco. California coppersmith J.C. Moore’s mid-century coffee service is illustrative of West Coast Arts and Crafts. The set boasts scrolled wooden handles and finials carved into the shape of flames. In 1953, an ad for Moore’s coffee service appeared in Cattleman Magazine, suggesting that Arts and Crafts designs held appeal for urbanites and cattle ranchers alike.","Moore, J.C.;American;Copper and wood;California",California,,,JSMA2014:38.2a-d,Image;StillImage,image/jpeg,American,Copper and wood,A: 10 x 9-3/4 x 5-1/2 inches; B: 5-3/4 x 8 x 5 inches; C: 1/2 x 7-3/4 x 4-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27157;type=101,N0810
372,jsma2014_39_42.jpg,Sauce boat,"Sidel, J.P.",ca. 1930s,"Joseph P. Sidel emigrated from Poland to New York as a young man and established himself as a silversmith, first in the Bronx and later on Long Island. Sidel lived above the dry goods and furniture store he operated in Inwood before moving to nearby Cedarhurst. This sauceboat dates to his most prolific period of production. It features beautiful floral decoration that would have been very time intensive to produce for a one-man operation. In his later years, Sidel produced hand-made wares for customers of his son’s large truck-leasing business in New York City. Sidel would often take the whole year to produce a gift for the biggest customers, which included newspapers and breweries. Unfortunately, because these hand-made objects were made as gifts, there is no record of their production.","Sidel, J.P.;American;Sterling silver;Cedarhurst, New York","Cedarhurst, New York",,,JSMA2014:39.42,Image;StillImage,image/jpeg,American,Sterling silver,H. 6-5/8 x W. 5-1/8 x D. 3-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111149;type=101,P0073
217,jsma2014_38_20.jpg,Serving spoon,The T.C. Shop,ca. 1915,"Serving spoon with hammered finish, sterling silver bowl attached by rivets to copper stem with traditional round-end terminal","The T.C. Shop;American;Sterling silver and copper;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:38.20,Image;StillImage,image/jpeg,American,Sterling silver and copper,10 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27175;type=101,N0053
309,jsma2014_38_35.jpg,Candlesticks,"Jarvie, Robert Riddle",1920,,"Jarvie, Robert Riddle;American;Bronze;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,"JSMA2014:38.35a,b",Image;StillImage,image/jpeg,American,Bronze,each: H. 17-7/8 x Diam. 5-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27190;type=101,N0001
284,jsma2014_38_42.jpg,Inkwell,Marshall Field & Company Craft Shop,ca. 1904-50,"Conical double-walled inkwell chased scroll decoration, glass inset ink well.","Marshall Field & Company Craft Shop;American;Brass and glass;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:38.42,Image;StillImage,image/jpeg,American,Brass and glass,H. 3-1/4 x D. 4- 5/16 x W. 4-5/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27197;type=101,T0056
369,jsma2014_39_13.jpg,Footed bowl,The Randahl Shop,ca. 1935-65,"A compote is a bowl with a base and stem that is used to serve compotes (a dessert made of fruits cooked in sugar syrup), fruits, nuts or candies. The floral band on the stem is typical of Arts and Crafts decoration, as nature was cited by many craftsmen as the main inspiration for their work. This compote was made by Julius Olaf Randahl, the first professional silversmith of The Kalo Shop, and later the founder of The Randahl Shop. Randahl opened his shop in Chicago in 1914 but soon closed it in order to join the war effort. The storefront reopened after the war and continued to operate until 1965. Unlike many of the craftsmen represented here, who exclusively produced hand-wrought silver through the 1940s, Randahl switched to producing mostly machine-made objects in the 1920s. Adopting machine technology earlier than his peers meant that Randahl could devote his time to experimenting with new designs. Randahl also differed from the other silver shops in that he sold his hollowware through department stores and jewelry shops, rather than just from his storefront.","The Randahl Shop;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.13,Image;StillImage,image/jpeg,American,Sterling silver,H. 4-1/4 x Diam. 6-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111120;type=101,N0356
